Car,Price,Body,Mileage,Engine Info,Eng Type,Registration,Year,Model
Mercedes-Benz,"7,400",sedan,190,2,Petrol,yes,2002,C-Class
Mercedes-Benz,"10,000",other,275,2.15,Diesel,yes,2006,Sprinter 313 пасс.
Mercedes-Benz,"17,500",sedan,130,3,Petrol,yes,2007,C-Class
Mercedes-Benz,"8,000",van,250,2.2,Diesel,yes,2006,Vito пасс.
Mercedes-Benz,"21,999",sedan,200,3,Diesel,yes,2008,E-Class
Mercedes-Benz,"5,000",sedan,240,2.2,Diesel,no,2004,E-Class
Mercedes-Benz,"5,500",van,260,2.2,Diesel,no,2004,Vito пасс.
Mercedes-Benz,"8,000",other,245,2.2,Diesel,yes,2004,Vito пасс.
Mercedes-Benz,"13,500",crossover,205,2.7,Diesel,yes,2005,ML 270
Mercedes-Benz,"13,000",other,580,2.2,Diesel,yes,2005,Sprinter 313 пасс.
Mercedes-Benz,"1,15,000",other,35,NA,Diesel,yes,2015,G 350
Mercedes-Benz,"13,900",other,225,NA,Other,yes,2008,Vito пасс.
Mercedes-Benz,"31,600",sedan,33,1.6,Petrol,yes,2013,CLA 200
Mercedes-Benz,"44,000",other,39,5.5,Petrol,yes,2009,SL 55 AMG
Mercedes-Benz,"61,500",crossover,121,3,Diesel,yes,2013,GL 350
Mercedes-Benz,"28,500",sedan,86,5.5,Petrol,yes,2007,S 500
Mercedes-Benz,"24,500",sedan,163,5.5,Gas,yes,2007,S 550
Mercedes-Benz,"10,999",other,269,2.2,Diesel,yes,2006,Sprinter 313 пасс.
Mercedes-Benz,"17,900",sedan,190,3,Diesel,yes,2007,E-Class
Mercedes-Benz,"38,800",hatch,8,NA,Other,yes,2015,B-Class Electric Drive
Mercedes-Benz,"17,499",sedan,145,1.8,Petrol,yes,2008,C-Class
Mercedes-Benz,"9,900",sedan,320,2.7,Diesel,yes,2001,E-Class
Mercedes-Benz,"21,300",crossover,190,6.3,Petrol,yes,2007,ML 63 AMG
Mercedes-Benz,"1,25,000",sedan,17,3,Diesel,yes,2015,S 350
Mercedes-Benz,"3,700",sedan,270,3.5,Petrol,no,2004,S 350
Mercedes-Benz,"15,300",other,168,3.2,Petrol,yes,2003,CLK 320
Mercedes-Benz,"50,900",crossover,85,3,Diesel,yes,2013,ML 350
Mercedes-Benz,"8,300",sedan,175,3.2,Diesel,no,2006,E-Class
Mercedes-Benz,"4,050",sedan,200,NA,Diesel,yes,2001,S 320
Mercedes-Benz,"35,500",sedan,137,3,Diesel,yes,2011,E-Class
Mercedes-Benz,"8,000",van,280,2.2,Diesel,yes,2005,Vito пасс.
Mercedes-Benz,"22,600",crossover,165,3,Diesel,yes,2007,ML 320
Mercedes-Benz,"24,300",sedan,150,3.5,Gas,yes,2008,S 350
Mercedes-Benz,"12,900",hatch,130,2,Petrol,yes,2007,B 200
Mercedes-Benz,"28,500",sedan,90,5.5,Petrol,yes,2007,S 500
Mercedes-Benz,"11,850",van,177,2.2,Diesel,yes,2011,Vito груз.
Mercedes-Benz,"21,500",crossover,148,6.2,Petrol,yes,2008,ML 63 AMG
Mercedes-Benz,"99,999",crossover,30,5,Petrol,yes,2013,G 500
Mercedes-Benz,"26,900",sedan,150,5.5,Petrol,yes,2008,S 550
Mercedes-Benz,"57,000",sedan,61,4.6,Petrol,yes,2012,S 500
Mercedes-Benz,"33,000",crossover,109,2.2,Diesel,yes,2012,GLK 220
Mercedes-Benz,"34,900",crossover,64,2.2,Diesel,yes,2013,GLK 220
Mercedes-Benz,"23,500",sedan,200,5.5,Petrol,yes,2008,S 550
Mercedes-Benz,"15,000",sedan,240,5,Petrol,yes,2004,S 500
Mercedes-Benz,"51,500",other,75,6.3,Petrol,yes,2009,CL 63 AMG
Mercedes-Benz,"14,899",other,209,3,Diesel,yes,2006,E-Class
Mercedes-Benz,"1,05,000",crossover,1,3,Diesel,yes,2016,GLS 350
Mercedes-Benz,"22,500",sedan,213,2.2,Diesel,yes,2012,E-Class
Mercedes-Benz,"25,000",sedan,130,5.5,Petrol,yes,2007,S 550
Mercedes-Benz,"11,777",other,300,4.3,Gas,yes,2001,S 430
Mercedes-Benz,"27,500",crossover,152,6.3,Petrol,yes,2007,ML 63 AMG
Mercedes-Benz,"16,500",sedan,280,3.7,Petrol,yes,2004,S 350
Mercedes-Benz,"1,15,555",crossover,39,3,Diesel,yes,2015,G 350
Mercedes-Benz,"7,900",van,234,2.2,Diesel,yes,2002,Vito пасс.
Mercedes-Benz,"29,500",crossover,55,2.2,Diesel,no,2013,ML 250
Mercedes-Benz,"55,000",crossover,127,5.5,Petrol,yes,2008,G 55 AMG
Mercedes-Benz,"9,300",van,159,2.2,Diesel,yes,2010,Vito пасс.
Mercedes-Benz,"6,700",van,310,2.2,Diesel,yes,2001,Vito пасс.
Mercedes-Benz,"12,250",van,300,2.2,Diesel,yes,2007,Vito пасс.
Mercedes-Benz,"11,800",sedan,215,3.2,Petrol,yes,2003,E-Class
Mercedes-Benz,"13,000",sedan,191,1.8,Petrol,yes,2005,E-Class
Mercedes-Benz,"1,37,000",crossover,82,5.5,Petrol,yes,2014,G 63 AMG
Mercedes-Benz,"21,000",crossover,208,3.5,Petrol,yes,2007,ML 350
Mercedes-Benz,"56,800",sedan,74,6.3,Petrol,yes,2010,S 63 AMG
Mercedes-Benz,"42,500",sedan,100,5.5,Petrol,yes,2011,S 500
Mercedes-Benz,"1,15,000",sedan,47,4.6,Petrol,yes,2013,S 500
Mercedes-Benz,"22,000",crossover,225,3.5,Gas,yes,2007,ML 350
Mercedes-Benz,"6,800",van,250,1.7,Diesel,yes,2003,Vaneo
Mercedes-Benz,"18,500",sedan,143,5.5,Petrol,yes,2007,S 550
Mercedes-Benz,"5,800",van,282,2.2,Diesel,yes,2001,Vito пасс.
Mercedes-Benz,"39,500",sedan,30,1.6,Petrol,yes,2014,C-Class
Mercedes-Benz,"5,900",crossover,271,2.7,Diesel,no,2003,ML 270
Mercedes-Benz,"4,000",crossover,287,4,Diesel,no,2003,ML 400
Mercedes-Benz,"19,900",other,52,1.8,Petrol,yes,2007,SLK 200
Mercedes-Benz,"8,300",sedan,233,3.2,Diesel,yes,2001,320
Mercedes-Benz,"13,100",sedan,160,3.7,Petrol,yes,2003,S 350
Mercedes-Benz,"11,800",sedan,150,2.2,Diesel,yes,2004,E-Class
Mercedes-Benz,"42,500",sedan,140,5.5,Petrol,yes,2011,S 500
Mercedes-Benz,"23,500",van,161,2.2,Diesel,yes,2011,Vito пасс.
Mercedes-Benz,"74,900",other,32,6.3,Petrol,yes,2007,CL 63 AMG
Mercedes-Benz,"11,000",van,300,2.2,Diesel,yes,2007,Vito пасс.
Mercedes-Benz,"42,500",sedan,110,3,Diesel,yes,2011,S 350
Mercedes-Benz,"3,550",sedan,238,2.2,Diesel,no,2001,E-Class
Mercedes-Benz,"35,500",sedan,100,3.5,Petrol,yes,2010,S 350
Mercedes-Benz,"16,555",sedan,159,3.5,Gas,yes,2006,CLS 350
Mercedes-Benz,"6,999",other,168,2.3,Petrol,yes,2001,CLK 230
Mercedes-Benz,"7,500",sedan,187,2,Gas,yes,2001,C-Class
Mercedes-Benz,"6,400",hatch,177,2,Diesel,no,2008,B 200
Mercedes-Benz,"41,500",other,26,NA,Diesel,yes,2013,E-Class
Mercedes-Benz,"11,800",van,148,2.2,Diesel,yes,2010,Vito груз.
Mercedes-Benz,"13,200",van,260,2.2,Diesel,yes,2008,Sprinter 213 пасс.
Mercedes-Benz,"20,900",other,250,3.2,Diesel,yes,2007,ML 320
Mercedes-Benz,"32,000",crossover,176,3.2,Gas,yes,2003,G 320
Mercedes-Benz,"1,09,900",sedan,40,3,Diesel,yes,2014,S 350
Mercedes-Benz,"1,16,500",sedan,25,3,Diesel,yes,2015,S 350
Mercedes-Benz,"20,500",sedan,222,5.5,Petrol,yes,2006,S 500
Mercedes-Benz,"22,900",sedan,74,2.2,Diesel,yes,2011,C-Class
Mercedes-Benz,"33,900",other,100,5.5,Petrol,yes,2007,CL 500
Mercedes-Benz,"57,000",sedan,43,4.7,Petrol,yes,2012,CLS 500
Mercedes-Benz,"22,000",crossover,160,4,Diesel,yes,2008,ML 400
Mercedes-Benz,"43,999",sedan,132,3,Diesel,yes,2010,S 350
Mercedes-Benz,"11,000",sedan,263,3.2,Diesel,yes,2001,E-Class
Mercedes-Benz,"31,990",crossover,95,4.7,Petrol,yes,2010,GL 450
Mercedes-Benz,"24,990",sedan,85,5.5,Petrol,yes,2008,S 500
Mercedes-Benz,"30,500",sedan,89,6.3,Petrol,yes,2008,CLS 63 AMG
Mercedes-Benz,"23,900",sedan,187,5.5,Petrol,yes,2007,S 550
Mercedes-Benz,"5,400",sedan,285,2.2,Diesel,no,2002,220
Mercedes-Benz,"7,300",hatch,176,1.4,Petrol,yes,2004,A 140
Mercedes-Benz,"4,900",van,248,2.2,Diesel,yes,2003,Vito груз.
Mercedes-Benz,"10,550",other,128,NA,Other,yes,2011,Vito груз.
Mercedes-Benz,"42,000",sedan,38,2.2,Diesel,yes,2014,CLA 220
Mercedes-Benz,"13,300",sedan,358,5,Gas,yes,2003,S 500
Mercedes-Benz,"13,999",van,98,2.2,Diesel,yes,2011,Vito груз.
Mercedes-Benz,"45,000",sedan,1,1.6,Petrol,yes,2015,C-Class
Mercedes-Benz,"18,500",van,170,2.2,Diesel,yes,2010,Vito пасс.
Mercedes-Benz,"58,500",crossover,128,3,Diesel,yes,2013,ML 350
Mercedes-Benz,"17,990",crossover,230,3,Diesel,yes,2007,R 320
Mercedes-Benz,"17,600",sedan,174,4,Diesel,yes,2005,S 400
Mercedes-Benz,"35,000",other,147,6,Petrol,yes,2001,S 600
Mercedes-Benz,"39,000",crossover,195,5,Gas,yes,2002,G 500
Mercedes-Benz,"62,000",crossover,150,3,Diesel,yes,2013,GL 350
Mercedes-Benz,"28,500",hatch,15,1.8,Diesel,yes,2014,A 180
Mercedes-Benz,"18,800",other,90,1.8,Petrol,yes,2008,CLC 180
Mercedes-Benz,"39,900",other,88,6.2,Petrol,yes,2008,CL 63 AMG
Mercedes-Benz,"9,000",sedan,198,4,Diesel,yes,2002,S 400
Mercedes-Benz,"9,600",van,184,2.2,Diesel,yes,2012,Vito груз.
Mercedes-Benz,"41,900",sedan,95,6.3,Petrol,yes,2011,S 63 AMG
Mercedes-Benz,"1,04,000",crossover,16,5.5,Petrol,yes,2015,ML 63 AMG
Mercedes-Benz,"28,900",other,78,3.5,Petrol,yes,2010,E-Class
Mercedes-Benz,"35,300",sedan,3,1.6,Petrol,yes,2014,CLA 200
Mercedes-Benz,"6,200",van,196,2.2,Diesel,yes,2002,Vito пасс.
Mercedes-Benz,"2,400",sedan,1,2,Petrol,no,2001,C-Class
Mercedes-Benz,"19,500",sedan,180,3,Diesel,yes,2008,E-Class
Mercedes-Benz,"15,300",other,234,2.2,Diesel,yes,2008,Sprinter 315 пасс.
Mercedes-Benz,"16,500",van,386,2.2,Diesel,yes,2006,Sprinter 313 пасс.
Mercedes-Benz,"18,900",other,111,2.5,Petrol,yes,2009,C-Class
Mercedes-Benz,"16,500",sedan,190,2.2,Diesel,yes,2007,C-Class
Mercedes-Benz,"25,500",crossover,200,4,Diesel,yes,2007,GL 420
Mercedes-Benz,"5,500",sedan,100,99.99,Petrol,yes,2007,S 550
Mercedes-Benz,"8,200",other,199,2.2,Diesel,yes,2001,Vito пасс.
Mercedes-Benz,"24,500",sedan,180,3.2,Diesel,yes,2008,S 320
Mercedes-Benz,"59,999",sedan,11,4.7,Petrol,yes,2012,CLS 500
Mercedes-Benz,"13,500",van,259,3,Diesel,yes,2007,Vito пасс.
Mercedes-Benz,"1,60,000",other,8,4.6,Petrol,yes,2015,S 500
Mercedes-Benz,"31,500",van,95,2.2,Diesel,yes,2013,Vito пасс.
Mercedes-Benz,"1,990",hatch,230,1.7,Other,no,2001,A 170
Mercedes-Benz,"51,000",sedan,119,4.7,Petrol,yes,2012,S 500
Mercedes-Benz,"12,700",hatch,140,1.7,Gas,yes,2007,B 170
Mercedes-Benz,"9,350",van,160,2.2,Diesel,yes,2008,Vito пасс.
Mercedes-Benz,"30,900",sedan,71,2.2,Diesel,yes,2012,E-Class
Mercedes-Benz,"7,500",other,406,2.2,Diesel,yes,2003,Vito пасс.
Mercedes-Benz,"1,19,000",sedan,27,3,Diesel,yes,2014,S 350
Mercedes-Benz,"1,25,000",sedan,9,3,Diesel,yes,2014,S 350
Mercedes-Benz,"14,800",crossover,242,2.7,Diesel,yes,2005,ML 270
Mercedes-Benz,"10,500",sedan,285,1.8,Gas,yes,2003,E-Class
Mercedes-Benz,"26,600",van,122,3,Diesel,yes,2012,Vito пасс.
Mercedes-Benz,"5,600",sedan,230,2.7,Diesel,no,2005,E-Class
Mercedes-Benz,"7,000",other,170,2.2,Petrol,no,2001,CLK 220
Mercedes-Benz,"27,300",crossover,185,3,Diesel,yes,2008,GL 320
Mercedes-Benz,"1,44,900",sedan,16,3,Diesel,yes,2014,S 350
Mercedes-Benz,"17,800",van,145,2.2,Diesel,yes,2010,Vito пасс.
Mercedes-Benz,"5,500",other,250,2.2,Diesel,yes,2002,Vito пасс.
Mercedes-Benz,"38,000",sedan,42,1.6,Petrol,yes,2014,C-Class
Mercedes-Benz,"12,900",hatch,150,2,Diesel,yes,2008,B 180
Mercedes-Benz,"10,900",van,360,2.2,Other,yes,2006,Vito пасс.
Mercedes-Benz,"12,000",other,218,2.2,Diesel,yes,2007,Vito пасс.
Mercedes-Benz,"12,950",sedan,197,2.7,Diesel,yes,2002,E-Class
Mercedes-Benz,"11,500",van,307,2.2,Diesel,yes,2007,Vito пасс.
Mercedes-Benz,"50,800",crossover,30,3.5,Diesel,yes,2013,ML 350
Mercedes-Benz,"60,000",crossover,140,5.5,Gas,yes,2008,G 55 AMG
Mercedes-Benz,"63,000",crossover,86,5.5,Petrol,yes,2009,G 55 AMG
Mercedes-Benz,"8,800",other,575,2.2,Diesel,yes,2006,Sprinter 313 груз.
Mercedes-Benz,"1,69,000",van,1,3,Diesel,yes,2014,Sprinter 319 пасс.
Mercedes-Benz,"32,500",crossover,254,3.2,Diesel,yes,2008,GL 320
Mercedes-Benz,"8,700",other,260,2.2,Diesel,yes,2003,Sprinter 213 пасс.
Mercedes-Benz,"12,900",sedan,255,2.7,Diesel,yes,2003,E-Class
Mercedes-Benz,"20,500",sedan,193,3.5,Other,yes,2006,CLS 350
Mercedes-Benz,"33,900",other,102,5,Petrol,yes,2008,CL 55 AMG
Mercedes-Benz,"14,300",other,175,2.2,Diesel,yes,2013,Sprinter 313 груз.
Mercedes-Benz,"29,900",crossover,86,3,Gas,yes,2010,GLK 300
Mercedes-Benz,"5,100",sedan,270,3.2,Diesel,no,2001,S 320
Mercedes-Benz,"23,999",sedan,204,3.5,Petrol,yes,2008,S 350
Mercedes-Benz,"3,600",sedan,276,2.7,Diesel,no,2001,E-Class
Mercedes-Benz,"17,999",other,38,2,Petrol,yes,2009,CLC 200
Mercedes-Benz,"8,300",sedan,175,2,Petrol,yes,2001,E-Class
Mercedes-Benz,"10,999",van,263,2.2,Diesel,yes,2005,Vito пасс.
Mercedes-Benz,"47,300",sedan,121,3,Diesel,yes,2012,S 350
Mercedes-Benz,"23,900",sedan,124,1.8,Petrol,yes,2012,E-Class
Mercedes-Benz,"13,200",van,217,3.7,Gas,yes,2005,Viano пасс.
Mercedes-Benz,"3,500",van,257,2.2,Diesel,no,2002,C-Class
Mercedes-Benz,"4,100",sedan,215,4.3,Petrol,no,2001,CLK 430
Mercedes-Benz,"10,900",sedan,217,3.2,Diesel,yes,2002,E-Class
Mercedes-Benz,"8,300",van,230,2.2,Diesel,yes,2004,Vito пасс.
Mercedes-Benz,"2,499",hatch,201,1.7,Diesel,no,2001,A 170
Mercedes-Benz,"8,900",hatch,155,1.5,Petrol,yes,2005,A 150
MG,"10,500",hatch,57,1.8,Petrol,yes,2014,6
MG,"8,199",hatch,21,1.5,Petrol,yes,2014,5
MG,"8,999",sedan,58,1.6,Petrol,yes,2013,350
MG,"8,900",sedan,72,1.8,Petrol,yes,2013,550
MINI,"23,950",hatch,70,1.6,Petrol,yes,2012,Countryman
MINI,"20,000",hatch,80,1.6,Petrol,yes,2012,Countryman
MINI,"20,500",hatch,23,1.6,Petrol,yes,2014,Cooper
MINI,"9,200",hatch,140,1.6,Petrol,yes,2005,Cooper
MINI,"11,500",hatch,114,1.6,Petrol,yes,2007,Cooper
MINI,"7,500",sedan,101,1.6,Petrol,yes,2005,Cooper
MINI,"32,444",hatch,1,1.5,Petrol,yes,2016,Cooper
MINI,"9,990",hatch,160,1.6,Petrol,yes,2006,Cooper
MINI,"27,800",hatch,8,1.5,Petrol,yes,2014,Cooper
MINI,"8,800",hatch,89,1.6,Petrol,yes,2002,Cooper
MINI,"11,950",hatch,150,1.6,Petrol,yes,2008,Cooper S
MINI,"10,500",other,119,1.4,Diesel,yes,2003,One
MINI,"33,000",other,30,2,Diesel,yes,2014,Paceman
Nissan,"16,600",crossover,83,2,Petrol,yes,2013,X-Trail
Nissan,"13,980",hatch,31,NA,Other,yes,2013,Leaf
Nissan,"17,300",hatch,24,NA,Other,yes,2013,Leaf
Nissan,"13,275",hatch,12,NA,Other,yes,2013,Leaf
Nissan,"17,000",hatch,38,NA,Other,yes,2013,Leaf
Nissan,"12,400",hatch,26,NA,Other,yes,2011,Leaf
Nissan,"15,999",crossover,59,2,Petrol,yes,2011,Qashqai
Nissan,"17,700",crossover,40,1.6,Petrol,yes,2014,Qashqai
Nissan,"11,500",crossover,128,2,Petrol,yes,2008,Qashqai
Nissan,"21,850",crossover,64,2,Petrol,yes,2013,X-Trail
Nissan,"17,000",hatch,20,NA,Other,yes,2014,Leaf
Nissan,"14,200",sedan,28,NA,Other,yes,2014,Leaf
Nissan,"17,500",hatch,62,NA,Other,yes,2013,Leaf
Nissan,"16,500",hatch,32,NA,Other,yes,2013,Leaf
Nissan,"18,200",crossover,65,3.5,Gas,yes,2009,Murano
Nissan,"17,700",hatch,21,0.11,Other,yes,2014,Leaf
Nissan,"18,500",hatch,9,NA,Other,yes,2015,Leaf
Nissan,"20,999",hatch,12,NA,Other,yes,2015,Leaf
Nissan,"14,999",hatch,31,1,Other,yes,2013,Leaf
Nissan,"9,300",hatch,97,1.2,Petrol,yes,2010,Micra
Nissan,"15,000",crossover,46,1.6,Petrol,yes,2013,Juke
Nissan,"19,000",crossover,70,1.6,Petrol,yes,2012,Qashqai
Nissan,"15,700",hatch,22,0.11,Other,yes,2013,Leaf
Nissan,"6,700",sedan,80,1.8,Petrol,yes,2003,Primera
Nissan,"16,800",crossover,70,2,Petrol,yes,2013,Qashqai
Nissan,"13,300",crossover,127,3.5,Gas,yes,2007,Murano
Nissan,"14,500",crossover,151,2.5,Diesel,yes,2006,Pathfinder
Nissan,"12,300",sedan,115,2.5,Petrol,yes,2009,Teana
Nissan,"18,000",hatch,45,NA,Other,yes,2013,Leaf
Nissan,"12,500",crossover,107,2,Gas,yes,2008,Qashqai
Nissan,"15,500",hatch,41,NA,Other,yes,2014,Leaf
Nissan,"15,000",hatch,22,NA,Other,yes,2014,Leaf
Nissan,"15,861",hatch,29,NA,Other,yes,2014,Leaf
Nissan,"21,304",crossover,1,2,Petrol,yes,2015,Qashqai
Nissan,"14,673",hatch,34,NA,Other,yes,2013,Leaf
Nissan,"14,500",crossover,740,2,Petrol,yes,2008,X-Trail
Nissan,"14,246",hatch,42,NA,Other,yes,2013,Leaf
Nissan,"11,800",crossover,140,2,Petrol,yes,2009,Qashqai
Nissan,"1,15,916",other,1,3.8,Petrol,yes,2016,GT-R
Nissan,"15,658",hatch,49,NA,Other,yes,2013,Leaf
Nissan,"94,500",other,18,3.8,Petrol,yes,2014,GT-R
Nissan,"19,800",hatch,33,NA,Other,yes,2014,Leaf
Nissan,"15,444",hatch,61,NA,Other,yes,2013,Leaf
Nissan,"12,850",hatch,30,NA,Other,yes,2011,Leaf
Nissan,"94,900",other,18,3.8,Petrol,yes,2013,GT-R
Nissan,"16,238",hatch,27,NA,Other,yes,2013,Leaf
Nissan,"18,888",crossover,116,5.6,Gas,yes,2007,Armada
Nissan,"27,694",crossover,1,1.6,Diesel,yes,2016,X-Trail
Nissan,"25,000",hatch,2,NA,Other,yes,2015,Leaf
Nissan,"15,000",crossover,23,2,Petrol,yes,2010,Qashqai
Nissan,"16,700",hatch,39,NA,Other,yes,2015,Leaf
Nissan,"15,000",other,30,NA,Other,yes,2013,Leaf
Nissan,"95,000",other,3,3.8,Petrol,yes,2013,GT-R
Nissan,"13,999",sedan,121,3.5,Petrol,yes,2010,Teana
Nissan,"16,900",crossover,131,5.6,Petrol,yes,2007,Armada
Nissan,"12,300",crossover,88,2,Petrol,yes,2009,Qashqai
Nissan,"28,503",crossover,1,2,Petrol,yes,2014,X-Trail
Nissan,"16,500",crossover,60,1.6,Petrol,yes,2013,Qashqai
Nissan,"16,500",hatch,11,NA,Other,yes,2015,Leaf
Nissan,"17,700",vagon,30,NA,Other,yes,2013,Leaf
Nissan,"13,303",hatch,33,NA,Other,yes,2012,Leaf
Nissan,"15,500",hatch,24,NA,Other,yes,2012,Leaf
Nissan,"25,000",crossover,67,2,Diesel,yes,2014,X-Trail
Nissan,"6,600",crossover,180,2,Petrol,yes,2003,X-Trail
Nissan,"26,220",crossover,1,2,Petrol,yes,2015,X-Trail
Nissan,"18,999",hatch,8,NA,Other,yes,2013,Leaf
Nissan,"13,600",crossover,138,2,Petrol,yes,2008,X-Trail
Nissan,"21,900",crossover,30,1.2,Petrol,yes,2015,Qashqai
Nissan,"15,800",crossover,56,2,Petrol,yes,2012,Qashqai
Nissan,"6,999",sedan,85,1.6,Petrol,yes,2009,Almera
Nissan,"27,000",van,14,1.6,Diesel,yes,2015,Qashqai
Nissan,"7,400",sedan,142,1.6,Gas,yes,2010,Almera
Nissan,"6,300",sedan,216,2,Gas,yes,2004,Primera
Nissan,"14,999",crossover,70,2,Petrol,yes,2010,Qashqai
Nissan,"14,500",crossover,149,NA,Other,yes,2010,Qashqai
Nissan,"16,300",crossover,43,2,Petrol,yes,2013,Qashqai
Nissan,"10,999",crossover,157,1.5,Diesel,yes,2008,Qashqai
Nissan,"16,699",hatch,24,NA,Other,yes,2013,Leaf
Nissan,"8,200",hatch,144,1.6,Petrol,yes,2008,TIIDA
Nissan,"8,100",sedan,88,1.6,Petrol,yes,2012,Almera
Nissan,"6,200",sedan,170,1.8,Gas,yes,2005,Almera
Nissan,"7,600",hatch,280,1.6,Petrol,yes,2007,Note
Nissan,"16,800",crossover,52,1.6,Petrol,yes,2013,Qashqai
Nissan,"13,300",crossover,87,2,Gas,yes,2011,Qashqai
Nissan,"14,200",hatch,23,NA,Other,yes,2014,Leaf
Nissan,"11,999",crossover,113,3.5,Gas,yes,2005,Murano
Nissan,"7,600",sedan,178,2,Gas,yes,2004,Maxima
Nissan,"9,800",hatch,79,1.6,Gas,yes,2009,TIIDA
Nissan,"6,900",hatch,140,1.6,Petrol,yes,2007,TIIDA
Nissan,"16,432",crossover,1,1.6,Petrol,yes,2015,Juke
Nissan,"9,200",crossover,126,NA,Other,yes,2005,X-Trail
Nissan,"12,450",crossover,169,2,Petrol,yes,2008,X-Trail
Nissan,"16,800",crossover,150,2,Petrol,yes,2012,X-Trail
Nissan,"14,700",crossover,65,2,Petrol,yes,2011,Qashqai
Nissan,"14,500",other,187,2.5,Diesel,yes,2008,Navara
Nissan,"11,500",crossover,78,1.6,Petrol,yes,2011,Juke
Nissan,"10,500",crossover,155,2.5,Gas,yes,2007,X-Trail
Nissan,"5,000",other,125,1.2,Petrol,yes,2006,Micra
Nissan,"8,500",hatch,81,1.6,Petrol,yes,2008,TIIDA
Nissan,"6,999",sedan,230,3,Petrol,yes,2004,Maxima
Nissan,"8,800",hatch,73,1.4,Petrol,yes,2013,Note
Nissan,"7,650",van,107,1.6,Gas,yes,2007,Note
Nissan,"8,500",van,104,1.4,Petrol,yes,2010,Note
Nissan,"21,500",crossover,72,2,Diesel,yes,2013,X-Trail
Nissan,"14,999",sedan,66,2.5,Petrol,yes,2010,Teana
Nissan,"8,790",van,69,1.4,Petrol,yes,2010,Note
Nissan,"14,931",sedan,1,1.6,Petrol,yes,2015,Sentra
Nissan,"38,800",crossover,112,5.6,Petrol,yes,2012,Patrol
Nissan,"9,300",crossover,100,2.5,Petrol,yes,2006,X-Trail
Nissan,"3,600",crossover,230,2.2,Diesel,no,2002,X-Trail
Nissan,"2,100",hatch,170,2.2,Diesel,no,2001,Almera
Nissan,"10,500",crossover,270,3,Diesel,yes,2001,Patrol
Nissan,"9,999",other,102,1.5,Diesel,yes,2011,Note
Nissan,"10,999",hatch,64,1.6,Petrol,yes,2012,TIIDA
Nissan,"15,800",crossover,42,1.6,Petrol,yes,2013,Juke
Nissan,"13,500",crossover,52,2,Petrol,yes,2012,Qashqai
Nissan,"11,900",hatch,10,1.2,Petrol,yes,2015,Micra
Nissan,"6,700",sedan,170,2,Petrol,yes,2003,Primera
Nissan,"8,000",crossover,90,NA,Petrol,yes,2012,Juke
Nissan,"8,300",other,130,1.6,Petrol,yes,2008,Note
Nissan,"6,900",vagon,130,1.4,Gas,yes,2008,Note
Nissan,"15,900",other,30,1.6,Petrol,yes,2013,Juke
Nissan,"7,500",hatch,115,1.6,Petrol,yes,2008,Note
Nissan,"18,500",sedan,119,3.5,Gas,yes,2010,Teana
Nissan,"37,900",crossover,67,5.6,Petrol,yes,2011,Patrol
Nissan,"18,500",crossover,111,NA,Diesel,yes,2005,Patrol
Nissan,"37,900",crossover,92,5.6,Petrol,yes,2012,Patrol
Nissan,"14,500",crossover,186,2.5,Diesel,yes,2006,Pathfinder
Nissan,"7,500",sedan,200,2,Petrol,yes,2003,Primera
Nissan,"12,300",hatch,20,1.2,Petrol,yes,2013,Micra
Nissan,"16,500",crossover,210,2.5,Diesel,yes,2007,Pathfinder
Nissan,"9,500",sedan,155,99.99,Gas,yes,2007,Teana
Nissan,"14,300",hatch,68,NA,Other,yes,2013,Leaf
Nissan,"17,000",hatch,22,NA,Other,yes,2013,Leaf
Nissan,"9,800",crossover,65,2,Petrol,yes,2010,Qashqai
Nissan,"13,700",crossover,68,2,Gas,yes,2011,Qashqai
Nissan,"21,700",crossover,29,2,Diesel,yes,2013,X-Trail
Nissan,"15,700",crossover,65,2,Petrol,yes,2012,Qashqai
Nissan,"8,900",crossover,100,2,Petrol,yes,2008,X-Trail
Nissan,"13,000",crossover,159,3.5,Petrol,yes,2007,Murano
Nissan,"23,500",crossover,154,2.49,Diesel,yes,2011,Murano
Nissan,"17,500",hatch,50,NA,Other,yes,2014,Leaf
Nissan,"18,500",hatch,50,NA,Other,yes,2014,Leaf
Nissan,"7,500",sedan,160,1.6,Petrol,yes,2006,Primera
Nissan,"7,700",crossover,188,2,Gas,yes,2002,X-Trail
Nissan,"13,600",crossover,40,1.6,Petrol,yes,2011,Qashqai
Nissan,"12,250",crossover,240,3,Diesel,yes,2003,Patrol
Nissan,"15,000",sedan,92,3.5,Petrol,yes,2008,Teana
Nissan,"12,500",hatch,7,1.2,Petrol,yes,2015,Micra
Nissan,"10,500",hatch,41,1.2,Petrol,yes,2013,Micra
Nissan,"10,500",hatch,53,1.2,Petrol,yes,2013,Micra
Nissan,"13,500",crossover,88,2,Petrol,yes,2007,Qashqai
Nissan,"13,000",crossover,160,2,Other,yes,2008,Qashqai
Nissan,"22,100",crossover,88,3.5,Gas,yes,2011,Murano
Nissan,"6,800",other,93,1.6,Petrol,yes,2006,Note
Nissan,"16,800",crossover,98,2,Petrol,yes,2010,X-Trail
Nissan,"4,750",other,171,1.5,Diesel,yes,2004,Kubistar
Nissan,"17,800",sedan,2,1.6,Petrol,yes,2016,Sentra
